"Asset Datalist Report","30 Nov 2025 11:03PM GMT-0300","658"
"Delfia","Alameda Tocantins, 350","Barueri","None","06455-020","Brazil"
"Evandro Santiago","defa6es","CSAM customers,All Roles Customers,CSAM customers,All Roles Customers"
"Asset Name","Netbios Name","Mac Address","IPV4 Addresses","IPV6 Addresses","Operating System Category","OS","Operating System Version","Operating System Lifecycle Stage"
"10.36.52.222","SHOMDCGRU02","","10.36.52.222","","Virtualization / Hypervisor Type-1 (Bare Metal)","VMware ESX","'-","Not Applicable"
"172.31.52.195","'-","","172.31.52.195","","Virtualization / Hypervisor Type-1 (Bare Metal)","VMware ESX","'-","Not Applicable"
"172.31.52.154","'-","","172.31.52.154","","Virtualization / Hypervisor Type-1 (Bare Metal)","VMware ESX","'-","Not Applicable"
"172.31.52.130","'-","","172.31.52.130","","Virtualization / Hypervisor Type-1 (Bare Metal)","VMware ESX","'-","Not Applicable"
"10.36.52.22","'-","","10.36.52.22","","Unidentified / Unidentified","Unidentified","'-","Not Applicable"
"10.36.52.226","'-","","10.36.52.226","","Virtualization / Hypervisor Type-1 (Bare Metal)","VMware ESX","'-","Not Applicable"
"10.36.52.24","'-","","10.36.52.24","","Virtualization / Hypervisor Type-1 (Bare Metal)","VMware ESX","'-","Not Applicable"
"10.36.52.141","'-","","10.36.52.141","","Virtualization / Hypervisor Type-1 (Bare Metal)","VMware ESX","'-","Not Applicable"
"172.31.52.236","'-","","172.31.52.236","","Virtualization / Hypervisor Type-1 (Bare Metal)","VMware ESX","'-","Not Applicable"
"172.31.52.231","'-","","172.31.52.231","","Virtualization / Hypervisor Type-1 (Bare Metal)","VMware ESX","'-","Not Applicable"
"172.31.52.71","'-","","172.31.52.71","","Virtualization / Hypervisor Type-1 (Bare Metal)","VMware ESX","'-","Not Applicable"
"shombdrmagru01.gru.local","'-","","172.31.52.200","","Virtualization / Hypervisor Type-1 (Bare Metal)","VMware ESX","'-","Not Applicable"
"10.36.52.254","'-","","10.36.52.254","","Virtualization / Hypervisor Type-1 (Bare Metal)","VMware ESX","'-","Not Applicable"
"shomapiamgru07.gru.local","'-","","10.36.52.58","","Virtualization / Hypervisor Type-1 (Bare Metal)","VMware ESX","'-","Not Applicable"
"sdesapnwgru01.gru.local","'-","","172.31.52.122","","Unidentified / Unidentified","Unidentified","'-","Not Applicable"
"172.31.52.203","'-","","172.31.52.203","","Virtualization / Hypervisor Type-1 (Bare Metal)","VMware ESX","'-","Not Applicable"
"172.31.52.99","'-","","172.31.52.99","","Virtualization / Hypervisor Type-1 (Bare Metal)","VMware ESX","'-","Not Applicable"
"10.36.52.106","'-","","10.36.52.106","","Virtualization / Hypervisor Type-1 (Bare Metal)","VMware ESX","'-","Not Applicable"
"172.31.52.211","'-","","172.31.52.211","","Virtualization / Hypervisor Type-1 (Bare Metal)","VMware ESX","'-","Not Applicable"
"10.36.52.116","'-","","10.36.52.116","","Virtualization / Hypervisor Type-1 (Bare Metal)","VMware ESXi 6 6.5.0 build 13004031","6.5","EOL/EOS"
"172.31.52.139","'-","","172.31.52.139","","Virtualization / Hypervisor Type-1 (Bare Metal)","VMware ESX","'-","Not Applicable"
"10.36.52.4","'-","B8:2A:72:52:45:04","10.36.52.4","","Virtualization / Hypervisor Type-1 (Bare Metal)","VMware ESXi 6 6.5.0 build 13004031","6.5","EOL/EOS"
"172.31.52.91","'-","","172.31.52.91","","Virtualization / Hypervisor Type-1 (Bare Metal)","VMware ESX","'-","Not Applicable"
"10.36.52.96","'-","","10.36.52.96","","Virtualization / Hypervisor Type-1 (Bare Metal)","VMware ESX","'-","Not Applicable"
"10.36.52.207","'-","","10.36.52.207","","Virtualization / Hypervisor Type-1 (Bare Metal)","VMware ESX","'-","Not Applicable"
"shomvmgru06.gru.local","'-","","10.36.52.171","","Virtualization / Hypervisor Type-1 (Bare Metal)","VMware ESXi 6 6.5.0 build 4564106","6.5","EOL/EOS"
"10.36.52.134","'-","","10.36.52.134","","Linux / Unidentified","Canonical Ubuntu","'-","Not Applicable"
"shomapcmsgru02.gru.local","'-","","172.31.52.59","","Unidentified / Unidentified","Ubuntu / Tiny Core Linux / Linux 2.6.x / IBM ASM / HP StoreOnce / F5 Networks Big-IP / Cisco IOS Software","'-","Not Applicable"
"172.31.52.165","'-","","172.31.52.165","","Virtualization / Hypervisor Type-1 (Bare Metal)","VMware ESX","'-","Not Applicable"
"10.36.52.30","SPRDAPMETGRU04","","10.36.52.30","","Virtualization / Hypervisor Type-1 (Bare Metal)","VMware ESX","'-","Not Applicable"
"shomapvpxgru03.gru.local","SHOMAPVPXGRU03","","10.36.52.176","","Windows / Server","Microsoft Windows Server 2012 R2 Standard 6.3","6.3","EOL/EOS"
"shomapfsgru01.gru.local","SHOMAPFSGRU01","00:50:56:A9:70:42","10.36.52.123","","Windows / Server","Microsoft Windows Server 2012 Datacenter 6.2","6.2","EOL/EOS"
"172.31.52.109","'-","","172.31.52.109","","Linux / Unidentified","Ubuntu / Tiny Core Linux / Linux 2.6.x / IBM ASM / HP StoreOnce / F5 Networks Big-IP","'-","Not Applicable"
"shomaprimagru01.gru.local","SHOMAPRIMAGRU01","","172.31.52.238","","Windows / Unidentified","Microsoft Windows","'-","Not Applicable"
"shombdcmsgru01.gru.local","SHOMBDCMSGRU01","","172.31.52.33","","Windows / Unidentified","Microsoft Windows","'-","Not Applicable"
"sdevapecgru01.gru.local","'-","","172.31.52.103","","Unidentified / Unidentified","Unidentified","'-","Not Applicable"
"shomapiamgru04.gru.local","SHOMAPIAMGRU04","","10.36.52.11","","Windows / Client","Microsoft Windows 10","'-","Not Applicable"
"shombdgru10.gru.local","SHOMBDGRU10","","10.36.52.249","","Windows / Unidentified","Microsoft Windows","'-","Not Applicable"
"uat-portal.gru.com.br","'-","","10.36.52.143","","Virtualization / Hypervisor Type-1 (Bare Metal)","VMware ESX","'-","Not Applicable"
"shombdgru03.gru.local","SHOMBDGRU03","","10.36.52.238","","Windows / Server","Microsoft Windows Server 2016 1607","1607","EOL"
"shomapcmsgru05.gru.local","SHOMAPCMSGRU05","","172.31.52.222","","Windows / Unidentified","Microsoft Windows","'-","Not Applicable"
"shomapihsgru01.gru.local","'-","","10.36.52.48","","Unidentified / Unidentified","EulerOS / Ubuntu / Fedora / Tiny Core Linux / Linux 3.x / IBM / FortiSOAR / F5 Networks Big-IP","'-","Not Applicable"
"10.36.52.129","'-","","10.36.52.129","","Virtualization / Hypervisor Type-1 (Bare Metal)","VMware ESX","'-","Not Applicable"
"172.31.52.66","'-","","172.31.52.66","","Unidentified / Unidentified","Ubuntu / Tiny Core Linux / Linux 2.6.x / IBM ASM / HP StoreOnce / F5 Networks Big-IP / Cisco IOS Software","'-","Not Applicable"
"172.31.52.67","'-","","172.31.52.67","","Unidentified / Unidentified","Unidentified","'-","Not Applicable"
"10.36.52.118","'-","","10.36.52.118","","Linux / Unidentified","Canonical Ubuntu","'-","Not Applicable"
"shombdoragru02.gru.local","'-","","172.31.52.61","","Unidentified / Unidentified","Ubuntu / Tiny Core Linux / Linux 2.6.x / IBM ASM / HP StoreOnce / F5 Networks Big-IP / Cisco IOS Software","'-","Not Applicable"
"10.36.52.131","'-","","10.36.52.131","","Network Operating System / Unidentified","Citrix NetScaler","'-","Not Applicable"
"10.36.52.234","'-","","10.36.52.234","","Unidentified / Unidentified","Unidentified","'-","Not Applicable"
"172.31.52.110","'-","","172.31.52.110","","Linux / Unidentified","Ubuntu / Tiny Core Linux / Linux 2.6.x / IBM ASM / HP StoreOnce / F5 Networks Big-IP","'-","Not Applicable"
"172.31.52.106","'-","","172.31.52.106","","Unidentified / Unidentified","Unidentified","'-","Not Applicable"
"dev-services.gru.com.br","'-","","10.36.52.132","","Virtualization / Hypervisor Type-1 (Bare Metal)","VMware ESX","'-","Not Applicable"
"172.31.52.77","SHOMADGRU001","","172.31.52.77","","Virtualization / Hypervisor Type-1 (Bare Metal)","VMware ESX","'-","Not Applicable"
"shomapiamgru02.gru.local","SHOMAPIAMGRU02","","10.36.52.8","","Virtualization / Hypervisor Type-1 (Bare Metal)","VMware ESX","'-","Not Applicable"
"shomsqlgru08.gru.local","SHOMSQLGRU08","","10.36.52.199","","Windows / Unidentified","Microsoft Windows","'-","Not Applicable"
"SHOMAPCADGRU01.gru.local","SHOMAPCADGRU01","00:50:56:95:2D:AA,00:50:56:95:2D:AA","10.36.52.124","fe80:0:0:0:fefe:a2c3:2d54:4c52","Windows / Server","Microsoft Windows Server 2019 Datacenter 1809 Build 17763.7678 64-Bit","1809","EOL"
"SPRDBDWMBGRU01.gru.local","SPRDBDWMBGRU01","00:50:56:B6:46:73","172.31.49.232","","Windows / Server","Microsoft Windows Server 2019 Datacenter 1809 Build 17763.7434 64-Bit","1809","EOL"
"SPRDAPQUAGR01.gru.local","SPRDAPQUAGR01","00:50:56:9D:CD:3F,00:50:56:9D:CD:3F","172.31.49.35","fe80:0:0:0:c0c6:47cc:1c66:4fc7","Windows / Server","Microsoft Windows Server 2008 R2 Enterprise 6.1 SP1 Build 7601.24544","6.1","EOL/EOS"
"SPRDSKSQLGRU02.gru.local","SPRDSKSQLGRU02","00:50:56:9D:1B:91,00:50:56:9D:1A:49,02:45:A9:30:EB:16,00:50:56:9D:1B:91,00:50:56:9D:1B:91,00:50:56:9D:1B:91,00:50:56:9D:1B:91,00:50:56:9D:1B:91,00:50:56:9D:1B:91,02:45:A9:30:EB:16","172.31.49.29,5.5.5.2,169.254.2.7,172.31.49.21,172.31.49.30,172.31.49.31,172.31.49.32,172.31.49.220","fe80:0:0:0:58e2:1d71:7927:3c98,fe80:0:0:0:8cda:905e:56aa:9f78","Windows / Server","Microsoft Windows Server 2016 Datacenter 1607 Build 14393.6167 64-Bit","1607","EOL"
"SPRDAPOMPCGRU01.gru.local","SPRDAPOMPCGRU01","00:50:56:9D:3C:66,00:50:56:9D:3C:66","172.31.49.71","fe80:0:0:0:3df3:274d:d029:2340","Windows / Server","Microsoft Windows Server 2012 R2 Datacenter 6.3 Build 9600.20778","6.3","EOL/EOS"
"SPRDAPGEDGRU01.gru.local","SPRDAPGEDGRU01","00:50:56:9D:3A:80","172.31.50.223","","Windows / Server","Microsoft Windows Server 2008 R2 Enterprise 6.1 SP1 Build 7601.24055 64-Bit","6.1","EOL/EOS"
"sprdapsatgru01.gru.local","SPRDAPSATGRU01","00:50:56:9D:63:6A,00:50:56:9D:63:6A","172.31.49.248","fe80:0:0:0:18c5:8761:3876:6077","Windows / Server","Microsoft Windows Server 2012 R2 Datacenter 6.3 Build 9600.19377 64-Bit","6.3","EOL/EOS"
"SPRDAPSHPGRU01.gru.local","SPRDAPSHPGRU01","00:50:56:9D:3F:3A","172.31.49.230","","Windows / Server","Microsoft Windows Server 2012 R2 Datacenter 6.3 Build 9600.21620 64-Bit","6.3","EOL/EOS"
"sprdapbkpgru01.gru.local","SPRDAPBKPGRU01","F8:DB:88:7C:49:44,F8:DB:88:7C:49:41","172.31.62.95,172.31.49.95","","Windows / Server","Microsoft Windows Server 2012 R2 Standard 6.3 Build 9600.19817 64-Bit","6.3","EOL/EOS"
"SPRDSHPINTGRU05.gru.local","SPRDSHPINTGRU05","00:50:56:B6:BF:CE","172.31.49.245","","Windows / Server","Microsoft Windows Server 2012 R2 Datacenter 6.3 Build 9600.20045 64-Bit","6.3","EOL/EOS"
"shomapamsgru02.gru.local","SHOMAPAMSGRU02","","172.31.52.39","","Windows / Server","Microsoft Windows Server 2008 R2 Enterprise 6.1 SP1","6.1","EOL/EOS"
"shomadgru02.gru.local","SHOMADGRU02","","172.31.52.25","","Windows / Unidentified","Microsoft Windows","'-","Not Applicable"
"shomapamsgru01.gru.local","SHOMAPAMSGRU01","00:50:56:9D:0F:91","172.31.52.40","","Windows / Server","Microsoft Windows Server 2008 R2 Enterprise 6.1 SP1","6.1","EOL/EOS"
"172.31.52.43","'-","","172.31.52.43","","Virtualization / Hypervisor Type-1 (Bare Metal)","VMware ESX","'-","Not Applicable"
"sbdt1-gru.gru.local","'-","","172.31.52.47","","Virtualization / Hypervisor Type-1 (Bare Metal)","VMware ESX","'-","Not Applicable"
"172.31.52.49","'-","","172.31.52.49","","Virtualization / Hypervisor Type-1 (Bare Metal)","VMware ESX","'-","Not Applicable"
"172.31.52.58","'-","","172.31.52.58","","Virtualization / Hypervisor Type-1 (Bare Metal)","VMware ESX","'-","Not Applicable"
"172.31.52.56","'-","","172.31.52.56","","Virtualization / Hypervisor Type-1 (Bare Metal)","VMware ESX","'-","Not Applicable"
"172.31.52.44","'-","","172.31.52.44","","Virtualization / Hypervisor Type-1 (Bare Metal)","VMware ESX","'-","Not Applicable"
"172.31.52.34","'-","","172.31.52.34","","Virtualization / Hypervisor Type-1 (Bare Metal)","VMware ESX","'-","Not Applicable"
"172.31.52.36","'-","","172.31.52.36","","Virtualization / Hypervisor Type-1 (Bare Metal)","VMware ESX","'-","Not Applicable"
"172.31.52.22","'-","","172.31.52.22","","Unidentified / Unidentified","Unidentified","'-","Not Applicable"
"172.31.52.37","'-","","172.31.52.37","","Virtualization / Hypervisor Type-1 (Bare Metal)","VMware ESX","'-","Not Applicable"
"172.31.52.15","'-","","172.31.52.15","","Virtualization / Hypervisor Type-1 (Bare Metal)","VMware ESX","'-","Not Applicable"
"172.31.52.0","'-","","172.31.52.0","","Virtualization / Hypervisor Type-1 (Bare Metal)","VMware ESX","'-","Not Applicable"
"172.31.52.27","'-","","172.31.52.27","","Unidentified / Unidentified","Unidentified","'-","Not Applicable"
"172.31.52.6","'-","","172.31.52.6","","Virtualization / Hypervisor Type-1 (Bare Metal)","VMware ESX","'-","Not Applicable"
"172.31.52.29","'-","","172.31.52.29","","Virtualization / Hypervisor Type-1 (Bare Metal)","VMware ESX","'-","Not Applicable"
"172.31.52.10","'-","","172.31.52.10","","Virtualization / Hypervisor Type-1 (Bare Metal)","VMware ESX","'-","Not Applicable"
"172.31.52.17","'-","","172.31.52.17","","Virtualization / Hypervisor Type-1 (Bare Metal)","VMware ESX","'-","Not Applicable"
"172.31.52.35","'-","","172.31.52.35","","Virtualization / Hypervisor Type-1 (Bare Metal)","VMware ESX","'-","Not Applicable"
"172.31.52.8","'-","","172.31.52.8","","Virtualization / Hypervisor Type-1 (Bare Metal)","VMware ESX","'-","Not Applicable"
"172.31.52.1","'-","","172.31.52.1","","Virtualization / Hypervisor Type-1 (Bare Metal)","VMware ESX","'-","Not Applicable"
"172.31.52.7","'-","","172.31.52.7","","Virtualization / Hypervisor Type-1 (Bare Metal)","VMware ESX","'-","Not Applicable"
"172.31.52.11","'-","","172.31.52.11","","Virtualization / Hypervisor Type-1 (Bare Metal)","VMware ESX","'-","Not Applicable"
"172.31.52.2","'-","","172.31.52.2","","Virtualization / Hypervisor Type-1 (Bare Metal)","VMware ESX","'-","Not Applicable"
"172.31.52.30","'-","","172.31.52.30","","Virtualization / Hypervisor Type-1 (Bare Metal)","VMware ESX","'-","Not Applicable"
"172.31.52.20","'-","","172.31.52.20","","Unidentified / Unidentified","Unidentified","'-","Not Applicable"
"SPRDAPGEDGRU02.gru.local","SPRDAPGEDGRU02","00:50:56:9D:57:4C","172.31.50.224","","Windows / Server","Microsoft Windows Server 2008 R2 Enterprise 6.1 SP1 Build 7601.24055 64-Bit","6.1","EOL/EOS"
